"","State","Account.Length","Area.Code","Phone","Int.l.Plan","VMail.Plan","VMail.Message","Day.Mins","Day.Calls","Day.Charge","Eve.Mins","Eve.Calls","Eve.Charge","Night.Mins","Night.Calls","Night.Charge","Intl.Mins","Intl.Calls","Intl.Charge","CustServ.Calls","Churn."
"3003","WA",177,415,"345-3947","no","no"," 0",266.1,91,"45.24",225.2," 79",19.14,224.7,58,10.11,8.9,8,"2.40",3,"True."
"3004","WV",95,415,"356-7511","","no"," 0",134.4,104,"22.85",152.4,"",12.95,236.5,80,10.64,9.4,3,"2.54",1,"False."
"3005","RI",76,415,"","no","no"," 0",171.1,78,"29.09",257.2," 83",21.86,91.6,92,4.12,16.2,3,"4.37",1,"False."
"3006","OH",66,415,"408-6305","no","no"," 0",170.5,103,"28.99",254.3," 77",21.62,197.3,138,8.88,10.5,2,"2.84",2,"False."
"3007","MO",110,415,"338-7305","no","no"," 0",178.5,124,"30.35",146.9,"",12.49,217.1,102,9.77,9.9,7,"2.67",1,"False."
"3008","MD",204,510,"401-3077","no","no"," 0",205.2,145,"34.88",154.8," 95",13.16,191.4,77,8.61,14.1,5,"",3,"False."
"3009","OH",32,415,"401-6977","no","yes","31",232.8,97,"39.58",183.5,"111",15.6,206.8,111,9.31,13,2,"3.51",0,"False."
"3010","VA",133,408,"385-1464","no","yes","39",239.9,107,"40.78",253.8," 77",21.57,128.7,85,5.79,6.7,3,"1.81",5,"False."
"3011","FL",185,408,"417-5034","no","no"," 0",55.6,97,"",288.7," 83",24.54,111.2,110,5,12.1,3,"3.27",2,"False."
"3012","CO",103,415,"420-7066","no","yes","",153.5,78,"26.10",241.9,"",20.56,244.7,110,11.01,10.6,3,"2.86",1,"False."
"3013","NY",91,510,"394-8256","no","no","",109.8,100,"",189.6,"",16.12,206.7,85,9.3,11.1,3,"3.00",1,"False."
"3014","WV",131,415,"362-5044","no","no"," 0",196.1,89,"33.34",185.5,"",15.77,250,132,11.25,5.2,6,"",2,"False."
"3015","LA",153,510,"350-2075","","no"," 0",166.8,127,"",143.5,"121",12.2,210.7,130,9.48,11.8,4,"3.19",0,"False."
"3016","MA",132,415,"343-5372","no","yes","25",113.2,96,"19.24",269.9,"107",22.94,229.1,87,10.31,7.1,7,"1.92",2,"False."
"3017","UT",148,510,"377-9520","no","no"," 0",203,92,"34.51",150.9,"125",12.83,245.5,131,11.05,14.6,9,"3.94",1,"False."
"3018","AL",141,408,"391-6773","no","no"," 0",242.8,90,"41.28",234.1," 80",19.9,211.5,104,9.52,6,3,"1.62",5,"False."
"3019","ME",105,415,"403-4442","no","no"," 0",156.5,102,"",140.2,"134",11.92,227.4,111,10.23,12.2,2,"3.29",2,"False."
"3020","TX",169,408,"379-5885","no","no"," 0",266.7,105,"45.34",158.2," 88",13.45,287.7,111,12.95,13.8,3,"3.73",3,"True."
"3021","ND",127,415,"399-1021","no","yes","23",182,80,"30.94",216.1," 85",18.37,156.9,82,7.06,9.8,4,"2.65",1,"False."
"3022","CO",57,415,"342-4004","no","no"," 0",85.9,92,"",193.9,"127",16.48,231.5,93,10.42,10.1,2,"2.73",0,"False."
"3023","LA",123,415,"382-7659","no","yes","33",146.6,87,"",114.8," 59",9.76,220.4,99,9.92,2.9,7,"0.78",0,"False."
"3024","MT",103,510,"342-1004","no","yes","35",110.5,101,"18.79",208.3," 81",17.71,87.4,77,3.93,13.9,2,"3.75",4,"True."
"3025","OR",101,415,"398-5851","no","no"," 0",118.6,89,"20.16",199.6,"",16.97,53.3,61,2.4,11.5,5,"3.11",1,"False."
"3026","NH",123,415,"396-4869","no","yes","22",197.6,105,"33.59",80," 86",6.8,120.8,82,5.44,15.6,12,"4.21",2,"False."
"3027","NE",78,510,"422-8333","","yes","32",210.3,116,"35.75",192.2," 83",16.34,246.1,92,11.07,10.8,4,"2.92",6,"False."
"3028","WV",101,415,"367-9127","no","yes","28",220.3,96,"37.45",285.8," 72",24.29,203,111,9.14,9.4,6,"2.54",4,"False."
"3029","NV",129,415,"420-3028","","no"," 0",150,98,"25.50",232.4,"101",19.75,261.2,123,11.75,12.5,6,"3.38",1,"False."
"3030","MA",67,415,"","no","yes","34",161.7,114,"27.49",207.6,"115",17.65,205.7,114,9.26,9.2,4,"",0,"False."
"3031","MI",37,415,"386-1131","no","no"," 0",191.4,116,"32.54",167.4," 99",14.23,216.5,112,9.74,14,5,"3.78",3,"False."
"3032","KY",64,415,"349-8391","yes","no"," 0",146.7,83,"",148.3," 91",12.61,238.6,69,10.74,12.5,3,"3.38",3,"False."
"3033","WV",173,510,"421-1484","no","no"," 0",109.4,103,"18.60",101.3,"111",8.61,167.3,106,7.53,7.8,7,"",1,"False."
"3034","KY",135,510,"414-2663","no","no"," 0",144.1,115,"",249.8," 68",21.23,211.4,82,9.51,13.6,3,"3.67",1,"False."
"3035","NJ",75,415,"327-6989","no","yes","42",248.9,93,"42.31",170.8,"108",14.52,104.5,91,4.7,11.2,8,"3.02",1,"False."
"3036","ME",88,415,"405-5513","no","no"," 0",85.7,112,"14.57",221.6,"",18.84,190.6,75,8.58,11.6,3,"3.13",4,"True."
"3037","TX",112,415,"345-9168","no","no"," 0",214.8,112,"36.52",209.7,"104",17.82,164.4,97,7.4,9.4,5,"2.54",3,"False."
"3038","MN",113,408,"417-5146","no","no"," 0",158.9,137,"27.01",242.8,"",20.64,247.8,97,11.15,6.5,4,"",0,"False."
"3039","VA",121,510,"339-2792","no","yes","28",110,94,"18.70",141.5," 76",12.03,237.3,87,10.68,6.4,3,"1.73",2,"False."
"3041","MD",90,415,"344-6404","no","no"," 0",145.6,103,"",197.1,"137",16.75,294.5,83,13.25,10.5,4,"",0,"False."
"3042","RI",39,408,"417-9455","no","no"," 0",93.3,83,"15.86",199.6,"114",16.97,206.2,104,9.28,6.5,4,"1.76",0,"False."
"3043","MA",142,408,"343-1009","no","no"," 0",216.8,134,"36.86",187.8,"106",15.96,138.1,108,6.21,8.3,2,"2.24",0,"False."
"3044","MD",176,408,"365-3493","no","no","",201.9,101,"34.32",154.7," 78",13.15,164.4,79,7.4,9,2,"2.43",1,"False."
"3045","NM",105,408,"376-7043","","no"," 0",146.4,81,"24.89",225.1," 80",19.13,230.1,117,10.35,8.5,2,"2.30",1,"False."
"3046","MN",57,415,"348-5728","no","no"," 0",272.7,74,"46.36",224.9," 85",19.12,178.2,104,8.02,10.5,3,"2.84",2,"True."
"3047","MI",110,510,"","no","no"," 0",18.9,92," 3.21",258.4,"",21.96,109.6,74,4.93,14.8,4,"4.00",1,"False."
"3048","AZ",88,415,"417-9844","no","no"," 0",172.8,81,"",193.4," 90",16.44,89.6,107,4.03,12.8,5,"3.46",2,"False."
"3049","AL",95,408,"333-7225","no","no"," 0",190.2,119,"",157.1," 70",13.35,181.5,120,8.17,14,6,"3.78",0,"False."
"3050","MI",147,415,"382-4943","no","no"," 0",130.6,83,"22.20",208.1,"144",17.69,204.6,72,9.21,15.6,3,"4.21",3,"False."
"3051","SC",101,415,"345-4589","no","no","",158.4,92,"26.93",188,"117",15.98,219.7,125,9.89,13.5,4,"3.65",4,"True."
"3052","MS",115,415,"404-6337","no","no","",166.5,111,"28.31",236.2," 98",20.08,205.6,92,9.25,15.6,2,"4.21",1,"False."
"3053","MS",103,415,"412-1470","","no"," 0",129.3,103,"21.98",202.8," 89",17.24,233,126,10.49,12.9,2,"",2,"False."
"3054","CA",82,415,"394-9220","no","no"," 0",199.3,112,"",193.4,"120",16.44,254.4,117,11.45,7,10,"1.89",0,"False."
"3055","MD",141,415,"364-5362","","no"," 0",185.1,126,"31.47",233," 98",19.81,152.2,106,6.85,9.1,7,"2.46",0,"False."
"3056","ND",149,408,"372-9852","no","no"," 0",175.4,80,"29.82",197.4,"127",16.78,188.2,102,8.47,9.7,2,"2.62",2,"False."
"3057","IL",131,510,"394-9984","no","no","",263.4,123,"44.78",151.9," 74",12.91,218.5,101,9.83,10.7,2,"2.89",2,"False."
"3060","NV",116,510,"341-7279","no","yes","35",118,103,"20.06",167.2,"106",14.21,205.7,102,9.26,11.8,2,"3.19",2,"False."
"3061","LA",94,415,"","no","no"," 0",212.1,98,"36.06",189.4," 89",16.1,352.2,95,15.85,8.4,5,"2.27",3,"False."
"3062","VA",90,408,"","no","no"," 0",222,93,"37.74",187,"",15.9,282.3,124,12.7,12.4,6,"3.35",2,"False."
"3063","DE",114,415,"347-4626","no","yes","31",222.8,98,"37.88",180.5,"105",15.34,151.3,101,6.81,13,4,"3.51",0,"False."
"3064","CT",63,408,"344-8498","no","yes","25",190,137,"32.30",116.6," 76",9.91,141.5,110,6.37,12.2,2,"3.29",1,"False."
"3065","CO",130,408,"349-3005","no","no"," 0",271.8,129,"46.21",237.2,"128",20.16,210.1,91,9.45,8.7,2,"2.35",4,"True."
"3066","MA",122,408,"371-3498","no","yes","29",195.4,83,"33.22",268.2," 93",22.8,168,95,7.56,8.4,6,"2.27",3,"False."
"3067","OR",166,510,"367-4853","no","no"," 0",199.6,93,"33.93",214.3," 99",18.22,196.8,110,8.86,7.2,5,"1.94",3,"False."
"3068","WA",62,415,"422-3454","no","no"," 0",100,98,"17.00",173.5," 95",14.75,218,122,9.81,10.1,4,"2.73",0,"False."
"3069","SC",78,415,"403-8915","no","yes","21",160.6,85,"",223.1," 79",18.96,124,92,5.58,9.5,1,"2.57",2,"False."
"3070","IN",148,415,"371-2418","no","yes","26",158.7,91,"",160.5,"127",13.64,218.3,88,9.82,9.9,3,"2.67",1,"False."
"3071","MD",154,510,"411-2977","no","no"," 0",154.5,122,"26.27",214.2," 71",18.21,178,105,8.01,12,2,"3.24",3,"True."
"3072","NV",110,408,"389-8163","no","yes","34",192.3,114,"32.69",129.3,"114",10.99,136.3,102,6.13,6.3,12,"1.70",1,"False."
"3073","TX",75,415,"417-4456","no","no"," 0",305.1,106,"51.87",188,"",15.98,235.4,116,10.59,8.5,5,"2.30",0,"True."
"3075","WV",113,510,"386-6408","","no"," 0",72.5,88,"12.33",204,"112",17.34,117.9,118,5.31,6.6,3,"1.78",1,"False."
"3076","CO",181,510,"370-9592","no","yes","40",105.2,61,"17.88",341.3," 79",29.01,165.7,97,7.46,6.3,3,"1.70",2,"False."
"3077","TX",51,415,"397-9251","no","no"," 0",180.5,88,"30.69",134.7,"102",11.45,170.7,97,7.68,10,3,"2.70",2,"False."
"3078","FL",102,408,"395-6913","no","yes","29",214.7,86,"36.50",314.3,"109",26.72,280.2,110,12.61,14.3,2,"",0,"False."
"3079","AL",107,408,"332-3804","no","no"," 0",86.8,95,"14.76",108.1," 85",9.19,204.3,87,9.19,13.2,3,"3.56",1,"False."
"3080","WV",88,510,"","no","no"," 0",131.5,99,"22.36",174.8,"128",14.86,184.2,83,8.29,7.9,2,"2.13",5,"True."
"3081","MI",82,415,"415-8200","no","no"," 0",135.4,102,"23.02",237.1,"122",20.15,118.3,91,5.32,17.5,4,"4.73",0,"False."
"3082","NY",204,415,"371-9414","no","no"," 0",174.3,85,"",254.1," 95",21.6,176.4,96,7.94,5.9,3,"1.59",6,"False."
"3083","MS",130,510,"347-3895","no","no","",203.9,63,"34.66",191.8," 93",16.3,132.5,125,5.96,12.1,4,"3.27",3,"False."
"3084","MO",174,510,"342-5854","no","no"," 0",235.5,108,"40.04",142.3,"143",12.1,316.7,131,14.25,12.5,5,"3.38",0,"False."
"3085","AR",129,415,"379-7192","no","no","",157,113,"26.69",256.9," 97",21.84,185.5,126,8.35,12.1,2,"3.27",2,"False."
"3086","MS",190,415,"394-5753","yes","no"," 0",111.9,55,"19.02",223,"124",18.96,243.2,81,10.94,10,7,"2.70",3,"False."
"3087","NY",54,510,"390-6932","","no"," 0",236.3,91,"40.17",152.8,"130",12.99,160.3,98,7.21,11.2,8,"3.02",3,"False."
"3088","SD",78,408,"394-3171","no","no"," 0",163.6,88,"27.81",283.4," 93",24.09,262.1,108,11.79,8.6,9,"2.32",0,"False."
"3089","AK",100,415,"394-5202","no","yes","29",213.6,127,"36.31",175.9," 82",14.95,207.2,100,9.32,8.9,3,"2.40",1,"False."
"3090","WV",70,510,"348-3777","no","yes","30",143.4,72,"24.38",170," 92",14.45,127.9,68,5.76,9.4,4,"",3,"False."
"3091","SC",111,510,"407-3949","no","no"," 0",78.3,119,"13.31",198.2," 94",16.85,248.5,94,11.18,12.1,4,"3.27",1,"False."
"3092","VA",117,408,"363-4779","no","no"," 0",97.1,98,"16.51",228,"131",19.38,240,111,10.8,10.6,3,"2.86",1,"False."
"3093","MS",68,415,"340-2239","","no"," 0",94.1,93,"16.00",147.6," 80",12.55,213.5,85,9.61,10.1,2,"",0,"False."
"3094","SD",27,510,"359-3423","no","no"," 0",226.3,95,"38.47",274.3,"",23.32,242.7,119,10.92,8.2,3,"2.21",2,"True."
"3095","MN",91,415,"382-9297","no","no"," 0",133.8,61,"",158.8," 96",13.5,189.6,92,8.53,10.5,2,"2.84",1,"False."
"3096","AL",181,415,"330-9294","no","yes","27",190.3,93,"32.35",249,"127",21.17,215.7,82,9.71,10.6,4,"2.86",1,"False."
"3097","CO",118,415,"362-8763","no","yes","36",294.9,106,"50.13",165.7,"115",14.08,189.2,63,8.51,9.8,5,"",3,"False."
"3098","ME",112,415,"403-4816","no","no"," 0",185.4,114,"31.52",191.4,"119",16.27,144,78,6.48,10,11,"2.70",2,"False."
"3099","GA",93,415,"371-2155","no","no"," 0",179.5,121,"30.52",191.9,"131",16.31,165.5,125,7.45,12,4,"3.24",0,"False."
"3100","AZ",102,408,"334-1339","no","no"," 0",158,94,"26.86",207.9,"100",17.67,190.4,120,8.57,10.1,10,"2.73",0,"False."
"3101","MA",93,415,"341-7412","no","no"," 0",173,131,"29.41",190.4,"108",16.18,290,66,13.05,10.4,2,"",0,"False."
"3102","AZ",107,415,"375-4770","no","yes","32",134.2,101,"22.81",211.9,"145",18.01,167.6,138,7.54,8.2,5,"2.21",1,"False."
"3103","IN",100,415,"406-7643","no","yes","32",125.2,123,"21.28",230.9,"101",19.63,192,106,8.64,12.6,9,"3.40",3,"False."
"3104","DE",115,415,"415-8164","no","no"," 0",195.9,111,"33.30",227,"108",19.3,313.2,113,14.09,13.2,1,"",2,"False."
"3105","WI",63,510,"354-3545","no","yes","13",214.2,61,"36.41",181.2," 88",15.4,174,68,7.83,10.3,2,"2.78",0,"False."
"3106","ME",57,415,"377-3139","no","no"," 0",221.1,101,"37.59",236.7,"",20.12,252.3,137,11.35,9.5,1,"2.57",0,"False."
"3107","DC",119,408,"","no","yes","26",132,100,"22.44",173.3,"121",14.73,203.5,108,9.16,11.6,5,"3.13",1,"False."
"3109","HI",98,408,"381-8593","no","yes","30",110.3,71,"18.75",182.4,"108",15.5,183.8,88,8.27,11,8,"2.97",2,"False."
"3112","PA",129,510,"364-5126","no","yes","32",211,99,"",155.1," 89",13.18,234.8,96,10.57,11.4,5,"3.08",1,"False."
"3113","AR",115,415,"385-7157","no","no"," 0",139.3,89,"23.68",192.3," 95",16.35,151,75,6.8,9.3,3,"2.51",7,"True."
"3114","HI",108,415,"385-4766","no","no"," 0",291.6,99,"49.57",221.1," 93",18.79,229.2,110,10.31,14,9,"3.78",2,"True."
"3115","DE",139,408,"390-1760","no","no"," 0",139,110,"",132.9," 93",11.3,272,120,12.24,12.1,1,"3.27",0,"False."
"3116","WV",102,408,"365-8831","no","no"," 0",234.8,125,"39.92",199.2," 99",16.93,163.2,88,7.34,10,1,"2.70",4,"False."
"3117","OK",149,408,"","no","no"," 0",187.6,83,"",201.4," 81",17.12,264.2,79,11.89,8.8,1,"2.38",1,"False."
"3118","OR",113,415,"367-5923","no","no"," 0",159.8,143,"",210.1," 93",17.86,175.1,86,7.88,13.1,7,"3.54",2,"False."
"3119","ND",131,408,"","no","yes","33",177.1,100,"30.11",194," 85",16.49,253.4,124,11.4,5.2,5,"1.40",1,"False."
"3120","MO",83,408,"362-2356","no","no"," 0",117.9,101,"20.04",160.4," 92",13.63,235.3,150,10.59,11.4,10,"3.08",0,"False."
"3121","AR",96,415,"365-2341","no","yes","21",247.6,95,"42.09",256.3,"150",21.79,158.6,72,7.14,10.8,6,"2.92",2,"False."
"3122","GA",98,408,"","no","no"," 0",169.9,77,"28.88",138.3,"",11.76,142.6,105,6.42,8.5,7,"2.30",1,"False."
"3123","TN",3,415,"400-4713","no","no","",185,120,"31.45",203.7,"129",17.31,170.5,89,7.67,14.1,3,"3.81",3,"False."
"3124","MA",77,408,"420-3042","no","yes","17",204.9,84,"34.83",201,"102",17.09,219.7,97,9.89,11.3,5,"3.05",0,"False."
"3125","ND",75,408,"396-4171","","yes","24",225.5,119,"38.34",182,"108",15.47,270.9,106,12.19,9.4,2,"",3,"False."
"3126","IA",40,510,"389-8417","no","no"," 0",169.7,115,"28.85",141.4,"123",12.02,253,115,11.39,10.5,3,"2.84",4,"True."
"3127","NJ",108,415,"339-4068","no","no"," 0",239.3,102,"40.68",223.4,"127",18.99,251.4,104,11.31,10.6,6,"2.86",0,"False."
"3128","MT",100,415,"341-4873","","no"," 0",113.3,96,"19.26",197.9," 89",16.82,284.5,93,12.8,11.7,2,"3.16",4,"True."
"3129","AL",16,415,"","no","no"," 0",161.9,100,"27.52",230.1,"",19.56,148.8,78,6.7,10.2,11,"",3,"False."
"3130","NY",115,510,"","no","yes","16",133.3,110,"22.66",185.7,"111",15.78,161.5,113,7.27,5.6,4,"1.51",2,"False."
"3131","PA",108,510,"379-3037","no","yes","25",170.7,88,"29.02",109.9,"",9.34,165.7,99,7.46,8.7,1,"2.35",3,"False."
"3132","VT",107,510,"382-1399","","no"," 0",189.7,76,"32.25",156.1," 65",13.27,244,91,10.98,8.3,3,"2.24",5,"False."
"3133","NC",161,415,"394-5489","no","no"," 0",322.3,100,"54.79",230.4,"135",19.58,241.5,104,10.87,7.8,5,"2.11",2,"True."
"3134","CT",147,415,"387-6065","no","no"," 0",124.4,74,"21.15",320.9," 78",27.28,157.2,126,7.07,10.4,4,"2.81",2,"False."
"3135","MO",107,415,"327-6087","no","no"," 0",146.9,94,"24.97",114.3,"111",9.72,114.5,97,5.15,11.4,5,"3.08",3,"False."
"3137","NJ",107,408,"338-9612","no","yes","36",96.3,83,"",179.6," 91",15.27,166.3,121,7.48,10.3,2,"2.78",1,"False."
"3138","AK",58,510,"364-1134","no","no"," 0",131.9,96,"22.42",167.6,"",14.25,205.9,106,9.27,14.7,5,"3.97",3,"False."
"3139","LA",91,408,"413-4811","no","no","",147.2,121,"25.02",175.2," 87",14.89,136.3,80,6.13,13.3,3,"3.59",2,"False."
"3140","AL",13,415,"354-4333","no","no","",143.1,139,"24.33",239.6," 88",20.37,221.7,123,9.98,7.1,5,"1.92",2,"False."
"3142","MA",93,415,"","no","yes","31",237.2,85,"40.32",213.1,"100",18.11,192.7,87,8.67,10.7,4,"2.89",1,"False."
"3143","DE",95,510,"367-8298","no","no"," 0",184.2,95,"31.31",181.6,"101",15.44,143.4,113,6.45,12.8,4,"3.46",2,"False."
"3144","SC",104,415,"391-1783","no","no"," 0",109.1,141,"18.55",187.1,"",15.9,216.6,100,9.75,10,4,"2.70",3,"False."
"3146","LA",62,415,"385-1423","no","no"," 0",186.8,94,"",207.6," 92",17.65,195,98,8.78,8.8,4,"",3,"False."
"3147","MS",143,510,"406-7670","no","no"," 0",155.4,112,"26.42",290.9," 92",24.73,228.4,91,10.28,13.9,5,"3.75",1,"False."
"3148","NM",62,415,"339-5423","no","no","",245.3,91,"41.70",122.9,"130",10.45,228.4,102,10.28,8.5,4,"2.30",4,"False."
"3149","WA",60,415,"366-8939","yes","no"," 0",205.9,97,"35.00",277.4,"117",23.58,202,139,9.09,11,2,"2.97",0,"True."
"3150","SC",41,510,"","no","no"," 0",207.2,138,"35.22",214.1," 83",18.2,193,105,8.69,11.9,4,"3.21",1,"False."
"3151","MT",34,415,"372-4203","no","yes","",151.5,100,"25.76",248.7,"126",21.14,199.8,120,8.99,10.7,5,"2.89",2,"False."
"3152","ME",56,408,"385-5688","no","no"," 0",221.9,112,"",278.2,"122",23.65,288.1,85,12.96,7.1,5,"1.92",0,"True."
"3153","NM",183,415,"397-7453","no","no"," 0",190,100,"32.30",246.6," 78",20.96,304.2,107,13.69,9.5,4,"2.57",1,"False."
"3154","AZ",94,415,"366-9015","no","no","",220.8,111,"37.54",156.2," 67",13.28,187.9,89,8.46,10.5,4,"2.84",2,"False."
"3155","CT",73,415,"356-1654","no","yes","",173.7,117,"",204,"",17.34,174.6,94,7.86,6.3,3,"1.70",2,"False."
"3157","IN",64,408,"350-1126","no","no"," 0",113.8,97,"19.35",192.3," 97",16.35,214.9,89,9.67,10.4,1,"2.81",3,"False."
"3158","AR",127,415,"416-3649","yes","no"," 0",143.2,60,"24.34",179.5,"159",15.26,171.8,122,7.73,6.2,4,"",4,"True."
"3159","RI",33,415,"349-1726","","no"," 0",184.4,111,"31.35",203.8,"110",17.32,237.4,100,10.68,9.3,5,"2.51",3,"False."
"3160","ND",27,415,"405-1589","no","no"," 0",227.4,67,"38.66",248,"115",21.08,61.4,109,2.76,7.8,6,"2.11",1,"False."
"3161","NH",123,408,"366-7560","no","no"," 0",224,99,"38.08",210.7," 80",17.91,231.9,75,10.44,2.1,5,"0.57",0,"False."
"3162","NV",148,510,"333-9643","no","no"," 0",216.2,95,"36.75",185.7,"105",15.78,300,143,13.5,10,5,"2.70",2,"False."
"3163","UT",81,415,"355-6422","no","no"," 0",129.9,121,"",230.1,"105",19.56,140.5,123,6.32,13.3,3,"3.59",0,"False."
"3164","NC",122,510,"329-5400","no","yes","30",230.1,108,"",287.6," 76",24.45,177.1,85,7.97,6.9,3,"1.86",2,"False."
"3165","MI",52,415,"383-6356","","no"," 0",204.4,97,"34.75",273.2,"128",23.22,179.6,118,8.08,11,5,"2.97",1,"False."
"3166","WI",91,408,"377-7276","no","yes","44",216.6,101,"36.82",173.1," 98",14.71,242.1,95,10.89,9.1,3,"2.46",1,"False."
"3167","AR",54,415,"337-1586","no","no"," 0",247.5,85,"42.08",225.4," 93",19.16,244.3,132,10.99,10.2,2,"2.75",2,"True."
"3168","NH",152,510,"336-9273","no","no"," 0",228.1,93,"",136.4,"106",11.59,197.3,107,8.88,9,2,"2.43",1,"False."
"3169","TX",201,415,"415-5476","no","no"," 0",225.9,110,"38.40",299.1," 86",25.42,251.3,81,11.31,11.2,4,"",1,"True."
"3170","ID",78,415,"332-2650","no","no"," 0",103.5,115,"17.60",117.9,"102",10.02,201,94,9.05,12,3,"3.24",4,"True."
"3171","CT",67,415,"418-8257","no","no"," 0",115.5,70,"19.64",252.2,"143",21.44,208.9,91,9.4,7.5,6,"2.03",0,"False."
"3172","NH",100,408,"407-3121","no","no"," 0",218.8,125,"37.20",148.3,"102",12.61,277.8,97,12.5,9.7,6,"2.62",1,"False."
"3174","OR",133,415,"378-1144","no","no"," 0",143.8,71,"24.45",184,"131",15.64,275.5,132,12.4,12.9,4,"3.48",3,"False."
"3175","SC",36,408,"359-5091","no","yes","43",29.9,123," 5.08",129.1,"117",10.97,325.9,105,14.67,8.6,6,"2.32",2,"False."
"3176","MD",51,510,"378-6986","","yes","28",276.7,121,"47.04",203.7," 99",17.31,246.2,88,11.08,8.3,3,"2.24",0,"False."
"3177","NY",122,415,"","","no"," 0",141.4,128,"24.04",146.4," 70",12.44,123,75,5.54,8.1,4,"2.19",0,"False."
"3178","NM",84,408,"419-9713","no","yes","41",153.9,102,"26.16",140.7,"",11.96,217.7,101,9.8,12.8,5,"3.46",1,"False."
"3179","LA",91,415,"382-6153","no","no"," 0",190.5,128,"",205.5,"103",17.47,130.7,63,5.88,13.8,5,"3.73",0,"False."
"3180","UT",110,408,"332-1690","no","no"," 0",192.6,102,"32.74",178.9,"118",15.21,214.6,74,9.66,9.4,4,"2.54",1,"False."
"3181","AL",91,408,"348-9383","yes","no"," 0",151.8,115,"25.81",103.6,"116",8.81,156.3,86,7.03,12.2,4,"3.29",1,"False."
"3182","DE",121,408,"420-3857","no","no"," 0",215.6,74,"36.65",192.9," 98",16.4,144,103,6.48,10.1,4,"2.73",5,"False."
"3183","WV",109,415,"405-2653","no","no"," 0",180,100,"30.60",229,"103",19.47,139.4,105,6.27,7.8,8,"2.11",3,"False."
"3184","KY",95,510,"417-9278","no","no"," 0",157.3,116,"26.74",197.5," 77",16.79,128.2,111,5.77,8.4,4,"",2,"False."
"3185","NC",72,415,"352-5663","no","no"," 0",196.5,88,"",158.6,"129",13.48,269.3,118,12.12,6.8,3,"1.84",0,"False."
"3186","WV",73,415,"370-8786","no","no"," 0",240.3,130,"40.85",162.5," 83",13.81,231.9,136,10.44,11.9,3,"3.21",0,"False."
"3187","AZ",108,415,"","","no"," 0",193.3,126,"32.86",154.7," 85",13.15,174.8,98,7.87,9.4,6,"2.54",3,"False."
"3188","WV",58,408,"391-6558","no","yes","39",211.9,40,"36.02",274.4," 76",23.32,210.5,139,9.47,5.4,4,"1.46",1,"False."
"3189","ND",148,415,"396-4234","yes","no"," 0",218.7,111,"37.18",155.6,"133",13.23,277.4,62,12.48,8.2,5,"2.21",1,"False."
"3190","WA",76,510,"345-6961","yes","no"," 0",246.8,110,"41.96",206.3," 63",17.54,208.4,123,9.38,13.2,5,"3.56",0,"True."
"3191","ID",103,415,"346-5992","no","no"," 0",174.7,151,"29.70",148," 56",12.58,168.2,109,7.57,15.8,3,"4.27",6,"True."
"3192","CT",87,415,"402-3908","no","no"," 0",240,83,"40.80",134.1,"106",11.4,189.1,84,8.51,9.3,2,"2.51",0,"True."
"3193","OK",35,510,"350-2340","no","yes","37",181.2,76,"30.80",177.6,"",15.1,228,136,10.26,5,3,"1.35",2,"False."
"3194","IA",88,415,"410-2015","no","no","",113.7,67,"19.33",165.1,"127",14.03,141.5,142,6.37,10.8,3,"2.92",1,"False."
"3195","NE",67,415,"","no","yes","41",174.7,86,"29.70",160.6," 93",13.65,155.3,108,6.99,13.4,1,"3.62",0,"False."
"3196","ID",77,510,"399-7029","","yes","29",211.1,89,"35.89",223.5," 97",19,148.4,106,6.68,9.7,9,"2.62",2,"False."
"3197","OR",124,510,"337-3868","no","no","",169.3,108,"",178.6," 91",15.18,242.3,82,10.9,12.2,3,"3.29",1,"False."
"3198","SD",30,415,"354-8088","no","no"," 0",247.4,107,"42.06",175.9," 76",14.95,287.4,90,12.93,11.3,2,"3.05",0,"False."
"3199","DE",53,415,"416-9723","no","yes","32",131.2,63,"22.30",227.4,"125",19.33,178.9,105,8.05,12.8,2,"3.46",2,"False."
"3200","WA",152,510,"337-4403","","no"," 0",161.4,84,"",163.6," 88",13.91,153.2,121,6.89,11.8,5,"3.19",1,"False."
"3201","CT",100,510,"416-1536","yes","no"," 0",107.2,98,"18.22",86.8,"122",7.38,156.2,117,7.03,9.7,4,"2.62",1,"False."
"3202","MN",59,408,"","no","yes","32",211.9,120,"36.02",202.9,"136",17.25,213.5,95,9.61,8.8,5,"2.38",1,"False."
"3203","WA",143,510,"340-4989","no","no"," 0",160.4,120,"27.27",285.9,"104",24.3,182.5,85,8.21,6.9,4,"1.86",3,"False."
"3204","PA",142,510,"340-6221","no","yes","40",230.7,101,"39.22",256.8," 88",21.83,263.9,92,11.88,6.4,3,"1.73",1,"False."
"3205","ID",105,408,"363-3469","no","no"," 0",232.6,96,"39.54",253.4,"",21.54,154,101,6.93,10.5,9,"2.84",1,"False."
"3206","MS",111,408,"345-3787","no","no"," 0",294.7,90,"50.10",294.6," 72",25.04,260.1,121,11.7,10.8,3,"2.92",1,"True."
